player_id,full_name,position,height,weight,birthdate,college
42b890c9-244e-45c9-a803-a155f8bd7cd6,Brice Williams,G-F,77,214.0,2001-07-05,Nebraska
471354b7-c548-4344-9290-0d26601daf77,Symir Torrence,G,75,200.0,2001-06-02,Binghamton
4743349c-5bf1-4575-996d-6e7c35648d40,Daniss Jenkins,G,77,165.0,2001-08-17,St. John
4e51d9b7-e803-4842-b83b-59934938fab7,Feron Hunt,F,80,195.0,1999-07-05,SMU
539937df-f480-4c25-8134-bb0fecc319e8,Tolu Smith III,F,83,245.0,2000-01-26,Washington State
63ffc37d-9c49-4906-b8ae-9c9a4746c5e1,Jaden Akins,G,76,195.0,2003-02-25,Michigan State
64f14595-4819-4563-96de-6848d266454d,John Ukomadu,F,79,195.0,2001-10-30,Eastern Kentucky
65ad5718-0c7d-46b0-86ff-f7d58a125d75,Trae Hannibal,G,74,221.0,2001-02-13,LSU
6d0b9fa9-af04-4d24-adcd-65f6fff4e9a9,Ray Williams Jr.,G-F,77,205.0,2002-06-27,Wayne State (MI)
80642cb5-85cd-4981-9754-baa96e168f6e,Jason Hubbard,F,79,209.0,,Taylor
9ddd3606-8cab-42a8-800b-16bce191c3e8,Charles Bediako,C,84,225.0,2002-03-10,Alabama
ba834ffe-d308-4c45-a884-3f57cdee8b7e,Matthew Moncrieffe,F,80,214.0,2001-03-22,Seattle
c3a2632e-21a2-45ab-a497-47939eb3ee53,Colby Jones,G,78,207.0,2002-05-28,Xavier
c947664c-f286-45b6-b12e-8c7018146b6f,Ray Harrison,G,76,190.0,2002-03-02,Grand Canyon
d6287644-8a99-4690-833e-d54b76495720,O'Mar Stanley,C,80,240.0,,Boise State
0ed88d0d-05a2-4f15-bacc-f063ad26842a,Kaiden Rice,F,79,215.0,1999-06-09,Georgetown
174aebae-9a66-4e7d-a571-84677d847767,Kevin McCullar Jr.,G,78,210.0,2001-03-15,Kansas
4c97c8ae-487c-4d3d-a2c3-5178528a0ee2,Jamal Bey,G,78,210.0,1999-09-05,Washington
533db993-7b47-4b72-808b-87b7b13615fa,T.J. Warren,F,80,220.0,1993-09-05,North Carolina State
723388d2-c986-4e17-9fd2-26b0e433eff7,Trey Jemison III,C,82,260.0,1999-11-28,UAB
8abddf04-a808-450b-99b8-cfb62a6dbeae,Jordan Tucker,F,79,210.0,1998-04-03,Butler
9f0b3c44-7c6c-4167-8b3b-279e06661d8b,Myles Burns,F,78,210.0,2000-02-12,Ole Miss
a13cb61f-223c-4b04-b1eb-1abe652d945c,Tosan Evbuomwan,F,79,217.0,2001-02-16,Princeton
a27a5838-31f8-4f60-8309-49281163821d,MarJon Beauchamp,F,79,199.0,2001-10-12,
a3d77759-be74-4651-9940-0ddcbdbc2188,Alex O'Connell,G,78,185.0,1999-06-02,Creighton
06523076-6169-4b04-a560-fad5d465774c,Samson Johnson,C,82,225.0,2002-07-28,Connecticut
0cffa5d9-a160-428b-a390-5fbe6dd22d7f,RJ Felton,G,75,200.0,2002-05-28,East Carolina
12c1ec77-3c6e-41ea-a369-5249593d895d,Kyle Guy,G,73,167.0,1997-08-11,Virginia
14631d38-5423-490b-8138-f3568d42b51e,Ahmaad Rorie,G,73,173.0,1995-09-15,Montana
1f225112-0e11-43c5-84b0-14b06568ce5d,Gabe McGlothan,F,79,235.0,1999-03-03,Grand Canyon
26f7ec30-5a6c-4019-bab6-01f5658acd2c,Ray Spalding,F,81,225.0,1997-03-11,Louisville
34d9ca1b-5076-418d-81af-e5940a3b22b7,Ben Coupet Jr.,F,79,185.0,1998-01-25,Southern Illinois
5ab7e43d-b88d-4cbe-8a9c-32b9a728718b,Issac McBride,G,73,173.0,2000-12-20,Oral Roberts
a1481399-2b4b-4876-bf1c-089e60f659c0,Quenton Jackson,G,77,173.0,1998-09-15,Texas A&M
ae0f7db9-3c58-4ff4-a221-e475384c89bf,Ithiel Horton,G,77,200.0,2000-06-26,Texas
ba1f962d-ad91-4fe4-a7be-2375585af17e,Jalen Slawson,F,79,215.0,1999-10-22,Furman
c03c89a0-6b78-4a1f-a9a3-0f5aacab1523,M.J. Iraldi,G,78,190.0,,Nova Southeastern (FL)
c755a003-ff4f-44a9-a2cc-dae061387014,Cameron Hildreth,G,76,195.0,2002-09-18,Wake Forest
d92d5542-8f7e-46b7-82fb-e0a77047c966,Taelon Peter,G,76,210.0,2002-02-27,Liberty
dc0a824b-442b-40f0-bee2-8bc605a0abd1,DaJuan Gordon,G,76,190.0,2001-01-10,Texas-Arlington
de8515df-08dd-4549-8ff6-16bdc0e4d876,RayJ Dennis,G,74,180.0,2001-03-30,Baylor
e27c3dea-5462-477a-ad37-24d70e7167c2,Steven Ashworth,G,73,170.0,2000-05-01,Creighton
f39b97d4-be73-447d-bdd4-1c816a73d92c,Sterling Manley,C,83,250.0,1998-12-18,North Carolina
0723db91-9f17-4e36-ae72-d2873411c7cf,Vance Jackson,F,81,230.0,1997-08-20,East Carolina
0853e296-9626-4068-8727-71e0927d0b97,Max Shulga,G,76,210.0,2002-06-25,VCU
1a203113-7026-48b6-9f0b-6fa6ff2df646,RJ Luis Jr.,F,78,215.0,2002-11-27,St. John
1cda8bbe-b118-4619-92e0-eb5e3c357b1b,Rahsool Diggins,G,74,185.0,2002-03-27,Massachusetts
4de2a8d1-e268-4a48-925b-90c85ff33f49,Nicolas Timberlake,G,76,195.0,1998-08-18,Kansas
633ee0a1-a649-4f0b-8abb-91608eb926e4,Ron Harper Jr.,G-F,77,233.0,2000-04-12,Rutgers
6ce7720a-5939-43a7-a68c-209ef2542548,Hayden Gray,G,76,190.0,2003-05-11,UC San Diego
6e13fea5-4d85-4628-9cde-7c7acf1abe78,Aaron Scott,F,79,200.0,2003-07-11,St. John's
78e6d5a5-7c3b-46d1-b463-a075d521f886,Jalen Bridges,F,79,225.0,2001-05-14,Baylor
7c320c53-756f-478f-a243-c7b20e8f6bec,Stefan Todorovic,F,80,209.0,2002-12-04,Pepperdine
a86a800c-4a2e-4f9e-b8ce-03d14e09c039,Kameron Warrens,G,77,205.0,2000-02-22,University of Mary Marauders
ab1c9fa4-994a-4d11-a273-bf20e7131804,D'Maurian Williams,G,75,195.0,2001-07-03,High Point
b481b985-1979-408e-b508-4c7a3336d2ef,Omar El-Sheikh,F,80,218.0,1998-05-14,Arkansas State
bb32e4d8-dce4-47d5-98fa-86556269044d,Makhi Mitchell,C,82,240.0,2000-01-31,Arkansas
e0d4ee76-04a2-4a72-a9d5-dbd9ee8eb6f8,Kendall Brown,G,78,205.0,2003-05-11,Baylor
e1cf7ef1-b7cb-49ea-95a0-1c4aee52f41f,Amari Williams,F-C,83,250.0,2002-01-28,Kentucky
e51ebcfd-f613-402f-9fa4-ac4f12284950,Hason Ward,F,81,200.0,2000-09-24,Iowa State
eee6c6f9-4f7d-4b13-8c6a-609c64756fc8,Wendell Moore Jr.,G,77,215.0,2001-09-18,Duke
0cf40ad2-460e-4326-86e6-c327daab4132,Sam Hines Jr.,G,78,220.0,2002-03-26,Southeastern Louisiana
18afd544-53da-4fa8-a53d-551280181f19,Marcus Bagley,F,78,217.0,2001-10-23,Arizona State
1a034adf-509f-43c3-a151-f5c7dd232f63,Jaylen Martin,G,78,216.0,2004-01-28,
1df272f2-60ef-4011-8a85-85852a785c63,Cam Young,G-F,79,210.0,,East Stroudsburg
348ea11e-d3c8-4926-af4f-c7aae0ebf894,Igor Milicic Jr.,F,82,225.0,2002-08-27,Tennessee
520da247-b643-4953-be85-89bdd8420fc9,Collin Moore,G,76,205.0,2001-05-10,Grand Canyon
66d41b6e-051a-47ab-9a4d-5e8a5ec53032,Emoni Bates,F,80,170.0,2004-01-28,Eastern Michigan
66efd625-1d25-4745-90cc-9987a6823795,DeAndre Williams,F,81,205.0,1996-10-04,Memphis
7b539a1f-6d6e-47e3-8251-799d346e90a0,Malcolm Hill,F,78,220.0,1995-10-26,Illinois
90f9ca95-1087-4d78-8d49-a651df568180,Dominick Barlow,F,81,215.0,2003-05-26,
967ab4b0-b6c6-4f4c-8cb9-0c6fa74d0e21,Aminu Mohammed,G,77,210.0,2001-12-15,Georgetown
b553254f-aaf1-4b46-885a-8f2bfae93ac2,Saint Thomas,F,79,235.0,2003-05-01,USC
b707d9b2-f893-4ef2-a27b-777b0aa7b57d,Kennedy Chandler,G,71,170.0,2002-09-16,Tennessee
c379dde1-2546-421d-a53e-04e07ae44cbb,Jabari Walker,F,79,227.0,2002-07-30,Colorado
c68d568d-da2f-4e1c-97bd-008657013a62,Hunter Sallis,G,77,185.0,2003-03-06,Wake
deec0861-0372-4db6-b8e1-4601ac4a80f2,Dwayne Cohill,G,74,180.0,2000-01-19,Southeastern Louisiana
1dcdb0bf-d3c9-4ddc-ade4-b894f88400fe,Eli John Ndiaye,F,80,209.0,2004-06-26,
4068c313-d8a1-4415-a9a0-2e3f84e7d751,Kobe Johnson,G,78,200.0,2003-01-15,UCLA
59eb98bc-eabe-458b-a9bb-22b4182e79e4,David Singleton,G,76,210.0,1998-10-27,UCLA
61c9cec6-fa0e-4534-8893-aac7e3218f5f,Nikola Đurišić,G,80,214.0,2004-02-23,
6bffab04-cf7e-4da8-8f0b-672de22ef71c,Tyrin Lawrence,G,76,200.0,2000-11-01,Georgia
71135118-a7c8-4eb9-a279-472c98522193,Tyler Polley,F,80,,1999-04-07,UConn
8726a8b2-f60f-49ee-b536-d6e27fee71cf,Lok Wur,F,81,210.0,2000-12-12,Grand Canyon
9cd6cc20-0279-43aa-89cf-e65f2f45ffcd,Jacob Toppin,F,81,200.0,2000-05-08,Kentucky
9e1b8a2c-bb4d-4d43-9869-757a34facb2e,Javan Johnson,F,78,192.0,1999-01-05,DePaul
a6853750-9f58-4146-a11b-e427e9aca503,Basheer Jihad,F,81,220.0,2000-01-01,Arizona State
a78ff9d3-6a60-49bc-977f-b30b941dcdc3,MJ Walker,G,77,213.0,1998-03-28,Florida State
aede7fbc-006a-4df0-9abe-c1b890cb4925,Seth Maxwell,C,84,235.0,1998-11-21,Indiana Wesleyan
cb199447-164d-4240-bea2-105524f20287,N'Faly Dante,C,83,230.0,2001-10-19,Oregon
dd3f28d2-f536-4ce1-b72a-bcbce5e036b0,Deivon Smith,G,72,175.0,2002-03-08,St. John's
ef73549e-8287-48eb-a14b-d209e2cd34cb,Dwight Murray Jr.,G,72,180.0,2000-01-31,Rider
fb010a95-230f-453c-af08-17c7ae63db6b,Caleb Houstan,G,80,205.0,2003-01-09,Michigan
17644e96-472d-48de-985a-043120e1e852,T.J. Weeks Jr.,G,76,190.0,2000-03-15,Rider
1abe59cd-3123-4f8e-81f8-0dc18fe4d990,Craig Randall II,G,76,185.0,1996-04-22,Tennessee-Martin
2fae5cd4-51be-467d-a000-91ff00a599c6,Stephen Thompson,G,76,185.0,1997-03-23,Oregon State
451cbc59-6f73-4035-983f-ea7ea363e8df,Kaden Anderson,F,80,220.0,1999-07-20,Point Loma
4609d426-343d-4ed7-bdf4-c6a5536a3ce4,Philip Alston,F,77,235.0,2001-08-07,
5d42cf8b-3e79-49db-b122-743e4b3fb554,Mark Sears,G,72,185.0,2002-12-19,Alabama
798e5a1d-f22a-49c4-94f9-a97adf1af592,Alex Antetokounmpo,F,80,214.0,2000-08-26,
89c7cd33-6143-48dd-82c4-ccbfed25ddaa,Anthony Tarke,G,78,220.0,1998-05-27,Coppin State
8d794d32-a27e-4744-b622-04d1d549c77e,Pete Nance,F,81,225.0,2000-02-19,North Carolina
9bad2133-ed14-46b4-841b-b637840d1b6b,Onno Steger,F,77,205.0,1998-02-22,Western Carolina
b815068b-e959-4cd8-84b2-a2020568afc4,Johnny Davis,G,76,195.0,2002-02-27,Wisconsin
d79e2b2d-1f97-4923-b89b-3dc5eb5be0bf,Kira Lewis Jr.,G,73,170.0,2001-04-06,Alabama
dff3fef0-a53b-4c37-beb3-c29f234f55b9,Jeremiah Tilmon,C,82,260.0,1998-11-25,Missouri
f6c18684-29d4-419e-a4d6-15469fdb789f,John Butler Jr.,C,84,190.0,2002-12-04,Florida State
f95f6570-6d59-4ee6-b00c-a9b898fbf517,Cormac Ryan,G,77,195.0,1998-10-26,North Carolina
fbb7fcff-841a-498f-9670-32d0bd2b75f3,Jordan Ivy-Curry,G,75,177.0,2002-03-14,UCF
2ef7106c-f431-4ec8-9d65-3771d1c54d43,Grant Nelson,F,84,215.0,2002-03-18,Alabama
4c88c36c-b715-48ff-8a59-64fe2ba915b1,David Muoka,C-F,82,235.0,2000-12-14,UNLV
53c33ff2-f48c-41a8-9942-63bba21fc1ff,Tyson Etienne,G,72,200.0,1999-09-17,Wichita State
5a3fe78a-bb8b-49fd-b24e-83535aaceebe,Malachi Smith,G,76,205.0,1999-12-06,Gonzaga
686bbb81-0e9f-46bf-aad9-0034416d48d8,Fanbo Zeng,F,83,199.0,2003-01-11,
81c8022c-34c2-46c1-9315-e33338e50968,Jay Scrubb,G,76,220.0,2000-09-01,John A. Logan College (IL)
82be8a97-3d7d-4f7f-b97d-9506d040717b,E.J. Liddell,F,78,240.0,2000-12-18,Ohio State
83c7d091-84a7-460f-9a91-c635d78ba69f,Yuri Collins,G,72,190.0,2001-03-07,Saint Louis
8eea2c63-baa8-4beb-bbb9-47babb4aaa3e,Nate Williams,G,77,205.0,1999-02-12,Buffalo
97aaa7be-ba6d-44f6-95c6-ecaf02d67218,Terry Roberts,G,75,180.0,2000-09-07,Georgia
9a2481ed-4a7f-44b7-bd5b-b7e4d52206d7,Hunter Cattoor,G,75,200.0,2000-11-17,Virginia Tech
c6adeed5-dc6a-4d8f-a10e-d74f5c4abfae,Tre King,F,79,230.0,1999-10-01,Iowa State
d984c336-f3b4-46f1-ad14-4f0f7323a961,Trevon Scott,F,80,225.0,1996-11-25,Cincinnati 
e474ef36-9564-45ac-9d32-423c618e11b3,Dre Davis,G,78,215.0,2001-08-23,Ole Miss
e47da487-111d-4de4-a320-fcb221932dcb,ShawnDre Jones,G,72,170.0,1994-11-18,Richmond
e7197e7a-bf56-4a0c-be4b-757caf56a3c8,Kyle Rose,G,76,192.0,2000-01-12,Fordham
f553edcd-aff5-4f26-942d-4080b0a3505e,Chaunce Jenkins,G,76,185.0,,Seton Hall
04d1a367-863c-464c-9a6b-d667c481c7c1,Garrison Brooks,C,82,240.0,1999-06-29,Mississippi State
0828de77-39fb-4db9-b2b4-68f537d4e53f,Jaden Springer,G,76,202.0,2002-09-25,Tennessee
260d4077-9774-44e3-b8f6-558ae0ab3afb,Chase Hunter,G,76,202.0,2001-04-08,Clemson
34ca1165-b7a2-4557-b6de-4d73c22775c2,Christian Shumate,F,78,213.0,2002-07-24,McNeese State
3966949b-9437-4142-a834-46d6a6d78588,Trhae Mitchell,G,78,195.0,1997-08-19,South Alabama
766a0f03-1f9c-4252-8f28-ed7ccac211fe,Jalon Moore,F,78,211.0,2003-04-10,Oklahoma
8c8c9ff2-bcd6-4b08-bcbc-7a55a942b160,Giddy Potts,G,74,220.0,1995-08-08,Middle Tennessee
9eefa090-5f1f-46f4-a6f3-8f40539ca571,Hunter Dickinson,C,85,255.0,2000-11-25,Kansas
ab24918f-3367-446c-a34b-15e49ee754d6,D.J. Carton,G,75,200.0,2000-08-05,Marquette
c923ac66-cb9a-4800-b1c4-6b4619452aac,Bryce McGowens,G,78,190.0,2002-11-08,Nebraska
c99c8e31-fc88-4f89-932d-52d134bc856d,Josh Oduro,C,81,240.0,2000-10-14,Providence
d437b53a-8571-4c5c-ac80-9e248ada2231,J.Z. Zaher,G,72,165.0,2004-07-01,Bowling Green
e344d180-4202-4301-988d-2951a2b07440,Will Brown,C,84,220.0,1997-07-29,Fayetteville State
ee67ee67-61da-46c4-bfbb-680482a9b3f2,Keion Brooks Jr.,F,79,210.0,2000-07-07,Washington
ef527359-ca27-404b-8840-fb1b2418b8ba,Trey Alexander,G,77,185.0,2003-05-02,Creighton
fdb9ea06-c94e-4e00-9357-77058c6b7968,Everette Hammond,G,75,185.0,1999-05-14,UMass Lowell
27403427-4b94-4336-8b1a-6c6035b7be1c,Spencer Jones,F,79,225.0,2001-06-14,Stanford
52fd5d0f-a975-4753-bd72-c8078e1b9f04,Curtis Jones,G,76,195.0,2001-10-04,Iowa State
57d0bf3f-9a55-4e21-b163-41e64131cb76,Joey Baker,F,79,205.0,2000-09-13,Michigan
85a5c017-9eca-4059-b015-a24b80bb0e00,James Akinjo,G,73,190.0,2000-11-27,Baylor
89dc6747-b58a-4983-8980-946d2ca22263,Deante Johnson,F,81,210.0,1998-01-01,Cleveland State
8aa22f38-a266-4967-a66a-0d7e14788e49,Amauri Hardy,G,73,200.0,1998-04-30,Oregon
925d5761-3341-4ebe-a804-27230da2f8aa,Grayson Murphy,G,74,190.0,1999-02-04,Belmont
cc1f35b1-f38e-432f-8399-204c53160289,Tamar Bates,G,77,195.0,2003-02-21,Missouri
d5f1b357-a398-48ba-9591-981376914870,DaRon Holmes II,F,81,225.0,2002-08-15,Dayton
0e3419b6-8d1e-494c-ae97-b8c5ab0f2a52,Akoldah Gak,F,83,225.0,2002-07-12,Illawarra
16456020-eda1-4893-ac8f-3f297f24de95,Jonathan Pierre,F,81,210.0,2003-04-20,Belmont 
452144eb-ad6a-4c22-9277-662a30e3e11f,Leaky Black,F,78,209.0,1999-06-14,North Carolina
60b42c4f-a2c6-4e0b-b3bf-cab0ae77ad66,Tyler Smith,F,81,224.0,2004-11-02,
6b20d2b2-5e0d-4158-ba87-7d5e84a4f09e,Christopher Mantis,F,79,185.0,2000-01-01,Maine
97142b9d-8c0a-492a-a424-bfb08b264385,Sharife Cooper,G,72,176.0,2001-06-11,Auburn
a6ace99c-e7c3-4392-8bec-ba23b5f31d6c,Nolan Hickman,G,74,190.0,2003-05-07,Gonzaga
a79f12bd-27ed-4128-9116-a4f4ce752307,Alondes Williams,G,76,210.0,1999-06-19,Wake Forest
aa5acb4f-c777-4bbc-b564-887cb949b1e2,Keshon Gilbert,G,76,200.0,2003-06-30,Iowa State
c4c92fb4-233e-43ff-a418-862b3a93901d,Skal Labissiere,F-C,82,235.0,1996-03-18,Kentucky
e9b46446-3fc3-4ef6-b14f-b452ab54f146,Jamir Watkins,F,78,210.0,2001-07-06,Florida State
ec577c6d-6849-40d3-85bc-cb61c4103b81,Kadary Richmond,G,78,205.0,2001-08-25,St. John's
ee12f7c9-a000-4b89-8a29-e2821b115d20,Tristan Vukcevic,F,84,220.0,2003-03-11,
07419dfb-2947-4a09-ae47-1b1e2c7574a9,Killian Hayes,G,77,195.0,2001-07-27,
2edb28ca-90ec-459f-87c9-4ae30eddec74,Darius Brown II,G,74,192.0,1999-07-28,Utah State
3e8febf4-f2d1-4980-87d7-b8a22998137d,Warith Alatishe,F,79,200.0,2000-01-22,Oregon State
4aab77b0-2010-4abb-9c79-3966113fbba8,Nae'Qwan Tomlin,F,82,210.0,2000-12-19,Memphis
7a192e89-4e84-4550-8de2-bde80d75fbc2,Luke Travers,G,79,207.0,2001-09-03,
81cb0257-cdb9-4846-b541-f855c971066d,Miller Kopp,F,79,220.0,1998-11-24,Indiana
82dcd86d-dc4d-46aa-9220-7176cf979c3b,Jaxson Robinson,G,79,190.0,2002-12-03,Kentucky
86dc6770-adb7-4b4f-89fb-127092f7f6ee,Chris Livingston,F,78,220.0,2003-10-15,Kentucky
97c477c5-f06c-407a-ae1f-a9db3d8515f9,Norchad Omier,F,77,248.0,2001-08-28,Baylor
a705fde2-1958-4d6e-ad16-af4a02ff966c,Zeke Mayo,G,76,185.0,2002-12-18,Kansas
c14a7d4e-d644-4cee-a91e-ea1b7e4f345b,Tristan Enaruna,F,80,220.0,2001-06-26,Cleveland State
d43f5001-6bd7-49d6-ab0e-578e634e6163,Sean McNeil,G,76,205.0,1998-08-17,Ohio State
e2329354-ca13-4ad4-b16f-8fb386f56115,Chaney Johnson,F,79,225.0,2002-06-20,Auburn
f64ddf4c-402a-4a79-8ed5-4cd2bf2a9ac7,Javier Ezquerra,G,73,175.0,,Wagner
04fa5a35-1c1c-4dea-8847-e75c9d6ce391,DJ Rodman,G-F,78,215.0,2001-04-25,USC
09370bac-e18f-4fd6-a61a-683a3c123606,Keyontae Johnson,F,76,230.0,2000-05-24,Kansas State
0b1e6c8b-c39c-43a9-aef2-3740b345b54e,Marcus Garrett,G,77,205.0,1998-11-09,Kansas
134786db-90bd-4e00-93b0-ce0cff1b25dc,Josiah Allick,F,80,235.0,2001-06-02,Nebraska
1739a4ca-084a-4537-9670-89b828c18349,Terrell Brown Jr.,G,75,175.0,1998-04-23,Washington
1bc681bf-4645-46f2-af42-bcc87b4ca091,Drew Peterson,F,81,205.0,1999-11-09,USC
32129c9b-6db8-4787-a768-b21b7e8737f5,Jaylen Sims,G,78,210.0,1998-12-11,UNC Wilmington
469fc014-4dc9-4015-b456-b4df75f3684f,Isaih Moore,F,82,197.0,2000-08-30,Fresno State
5a999dba-1b4e-45a4-ba6c-2bda7a0e580a,KJ Simpson,G,72,187.0,2002-08-08,Colorado
5d8636af-615d-4811-80d5-258a184e6971,Brandon Slater,F,79,220.0,1999-09-14,Villanova
63fc7907-6817-4ce0-982e-62aec54a0cab,Eric Dixon,F,78,255.0,2001-01-26,Villanova
826db458-68dc-4b84-8604-ee70083477b8,Ibou Badji,C,82,240.0,2002-10-13,
d1315319-4751-42ea-88e6-0b707a4a08cb,Jonas Aidoo,C,83,240.0,,Arkansas
d8450778-d9b4-425e-b33b-1e5040bcf89e,Antonio Reeves,G,77,205.0,2000-11-20,Kentucky
e97ddcf0-32a1-44b7-9ef6-5fd30f5233c2,Tidjane Salaün,F,81,207.0,2005-08-10,
